location,year,crudeDivorceRatePer1000
Samoa,1998,0.2
Samoa,2004,0.2
Samoa,2005,0.2
San Marino,1982,0.2
San Marino,1985,0.1
San Marino,1995,1.1
San Marino,2004,2.0999999
San Marino,2005,2
San Marino,2006,2.8
San Marino,2007,2.0999999
San Marino,2008,2.2
San Marino,2011,2.5
San Marino,2012,1.5
Saudi Arabia,1996,0.80000001
Saudi Arabia,2004,1.1
Saudi Arabia,2005,1.1
Serbia,1970,1.1
Serbia,1985,1.2
Serbia,1996,0.69999999
Serbia,2005,1
Serbia,2006,1.1
Serbia,2007,1.2
Serbia,2008,1.2
Serbia,2009,1.2
Serbia,2010,0.89999998
Serbia,2011,1.1
Serbia,2012,1
Serbia,2013,1.1
Serbia,2014,1.1
Serbia,2015,1.3
Serbia,2016,1.3
Serbia,2017,1.3
Seychelles,1970,0.2
Seychelles,1985,0.69999999
Seychelles,1995,1.2
Seychelles,2005,1.7
Seychelles,2006,1.7
Singapore,1979,0.60000002
Singapore,1985,0.69999999
Singapore,1995,1.2
Singapore,2005,1.5
Singapore,2006,1.5
Slovakia,1960,0.60000002
Slovakia,1961,0.60000002
Slovakia,1962,0.60000002
Slovakia,1963,0.5
Slovakia,1964,0.5
Slovakia,1965,0.60000002
Slovakia,1966,0.60000002
Slovakia,1967,0.60000002
Slovakia,1968,0.69999999
Slovakia,1969,0.69999999
Slovakia,1970,0.80000001
Slovakia,1971,1
Slovakia,1972,0.89999998
Slovakia,1973,0.89999998
Slovakia,1974,1.2
Slovakia,1975,1.3
Slovakia,1976,1.3
Slovakia,1977,1.2
Slovakia,1978,1.3
Slovakia,1979,1.2
Slovakia,1980,1.3
Slovakia,1981,1.4
Slovakia,1982,1.3
Slovakia,1983,1.4
Slovakia,1984,1.3
Slovakia,1985,1.5
Slovakia,1986,1.6
Slovakia,1987,1.6
Slovakia,1988,1.6
Slovakia,1989,1.6
Slovakia,1990,1.7
Slovakia,1991,1.5
Slovakia,1992,1.5
Slovakia,1993,1.5
Slovakia,1994,1.6
Slovakia,1995,1.7
Slovakia,1996,1.7
Slovakia,1997,1.7
Slovakia,1998,1.7
Slovakia,1999,1.8
Slovakia,2000,1.7
Slovakia,2001,1.8
Slovakia,2002,2
Slovakia,2003,2
Slovakia,2004,2
Slovakia,2005,2.2
Slovakia,2006,2.4000001
Slovakia,2007,2.3
Slovakia,2008,2.4000001
Slovakia,2009,2.4000001
Slovakia,2010,2.2
Slovakia,2011,2.0999999
Slovakia,2012,2
Slovakia,2013,2
Slovakia,2014,1.9
Slovakia,2015,1.8
Slovakia,2016,1.7
Slovakia,2017,1.8
Slovenia,1960,1
Slovenia,1961,1
Slovenia,1962,1
Slovenia,1963,1
Slovenia,1964,1
Slovenia,1965,1.1
Slovenia,1966,1.1
Slovenia,1967,1.2
Slovenia,1968,1.2
Slovenia,1969,1.2
Slovenia,1970,1.1
Slovenia,1971,1.1
Slovenia,1972,1.1
Slovenia,1973,1.2
Slovenia,1974,1.2
Slovenia,1975,1.2
Slovenia,1976,1.2
Slovenia,1977,1.3
Slovenia,1978,1.4
Slovenia,1979,1.2
Slovenia,1980,1.2
Slovenia,1981,1.3
Slovenia,1982,1.3
Slovenia,1983,1.4
Slovenia,1984,1.3
Slovenia,1985,1.3
Slovenia,1986,1.2
Slovenia,1987,1.1
Slovenia,1988,1
Slovenia,1989,1.1
Slovenia,1990,0.89999998
Slovenia,1991,0.89999998
Slovenia,1992,1
Slovenia,1993,1
Slovenia,1994,1
Slovenia,1995,0.80000001
Slovenia,1996,1
Slovenia,1997,1
Slovenia,1998,1
Slovenia,1999,1
Slovenia,2000,1.1
Slovenia,2001,1.1
Slovenia,2002,1.2
Slovenia,2003,1.2
Slovenia,2004,1.2
Slovenia,2005,1.3
Slovenia,2006,1.2
Slovenia,2007,1.3
Slovenia,2008,1.1
Slovenia,2009,1.1
Slovenia,2010,1.2
Slovenia,2011,1.1
Slovenia,2012,1.2
Slovenia,2013,1.1
Slovenia,2014,1.2
Slovenia,2015,1.2
Slovenia,2016,1.2
Slovenia,2017,1.2
South Africa,1995,0.80000001
South Africa,2004,0.69999999
South Africa,2005,0.69999999
South Korea,1970,0.40000001
South Korea,1971,0.30000001
South Korea,1972,0.40000001
South Korea,1973,0.40000001
South Korea,1974,0.40000001
South Korea,1975,0.5
South Korea,1976,0.5
South Korea,1977,0.60000002
South Korea,1978,0.5
South Korea,1979,0.5
South Korea,1980,0.60000002
South Korea,1981,0.60000002
South Korea,1982,0.69999999
South Korea,1983,0.69999999
South Korea,1984,0.89999998
South Korea,1985,0.89999998
South Korea,1986,0.89999998
South Korea,1987,1
South Korea,1988,1
South Korea,1989,1
South Korea,1990,1.1
South Korea,1991,1.1
South Korea,1992,1.2
South Korea,1993,1.3
South Korea,1994,1.4
South Korea,1995,1.5
South Korea,1996,1.7
South Korea,1997,2
South Korea,1998,2.5
South Korea,1999,2.5
South Korea,2000,2.5
South Korea,2001,2.8
South Korea,2002,3
South Korea,2003,3.4000001
South Korea,2004,2.9000001
South Korea,2005,2.5999999
South Korea,2006,2.5
South Korea,2007,2.5
South Korea,2008,2.4000001
South Korea,2009,2.5
South Korea,2010,2.3
South Korea,2011,2.3
South Korea,2012,2.3
South Korea,2013,2.3
South Korea,2014,2.3
South Korea,2015,2.0999999
South Korea,2016,2.0999999
South Korea,2017,2.0999999
Spain,1981,0.30000001
Spain,1982,0.60000002
Spain,1983,0.5
Spain,1984,0.5
Spain,1985,0.5
Spain,1986,0.5
Spain,1987,0.5
Spain,1988,0.60000002
Spain,1989,0.60000002
Spain,1990,0.60000002
Spain,1991,0.69999999
Spain,1992,0.69999999
Spain,1993,0.69999999
Spain,1994,0.80000001
Spain,1995,0.80000001
Spain,1996,0.80000001
Spain,1997,0.89999998
Spain,1998,0.89999998
Spain,1999,0.89999998
Spain,2000,0.89999998
Spain,2001,1
Spain,2002,1
Spain,2003,1.1
Spain,2004,1.2
Spain,2005,1.7
Spain,2006,2.9000001
Spain,2007,2.8
Spain,2008,2.4000001
Spain,2009,2.0999999
Spain,2010,2.2
Spain,2011,2.2
Spain,2012,2.2
Spain,2013,2
Spain,2014,2.2
Spain,2015,2.0999999
Spain,2016,2.0999999
Spain,2017,2.0999999
Sri Lanka,1972,0.1
Sri Lanka,1985,0.1
Sri Lanka,1988,0.2
Suriname,1962,0.80000001
Suriname,1980,1.1
Suriname,1995,1.3
Suriname,2004,1.2
Suriname,2005,1.5
Sweden,1960,1.2
Sweden,1961,1.2
Sweden,1962,1.2
Sweden,1963,1.1
Sweden,1964,1.2
Sweden,1965,1.2
Sweden,1966,1.3
Sweden,1967,1.4
Sweden,1968,1.4
Sweden,1969,1.5
Sweden,1970,1.6
Sweden,1971,1.7
Sweden,1972,1.9
Sweden,1973,2
Sweden,1974,3.3
Sweden,1975,3.0999999
Sweden,1976,2.5999999
Sweden,1977,2.5
Sweden,1978,2.5
Sweden,1979,2.5
Sweden,1980,2.4000001
Sweden,1981,2.4000001
Sweden,1982,2.5
Sweden,1983,2.5
Sweden,1984,2.4000001
Sweden,1985,2.4000001
Sweden,1986,2.3
Sweden,1987,2.2
Sweden,1988,2.0999999
Sweden,1989,2.2
Sweden,1990,2.3
Sweden,1991,2.3
Sweden,1992,2.5
Sweden,1993,2.5
Sweden,1994,2.5
Sweden,1995,2.5999999
Sweden,1996,2.4000001
Sweden,1997,2.4000001
Sweden,1998,2.3
Sweden,1999,2.4000001
Sweden,2000,2.4000001
Sweden,2001,2.4000001
Sweden,2002,2.4000001
Sweden,2003,2.4000001
Sweden,2004,2.2
Sweden,2005,2.2
Sweden,2006,2.2
Sweden,2007,2.3
Sweden,2008,2.3
Sweden,2009,2.4000001
Sweden,2010,2.5
Sweden,2011,2.5
Sweden,2012,2.5
Sweden,2013,2.8
Sweden,2014,2.7
Sweden,2015,2.5
Sweden,2016,2.4000001
Sweden,2017,2.4000001
Switzerland,1960,0.89999998
Switzerland,1961,0.89999998
Switzerland,1962,0.80000001
Switzerland,1963,0.80000001
Switzerland,1964,0.80000001
Switzerland,1965,0.80000001
Switzerland,1966,0.80000001
Switzerland,1967,0.89999998
Switzerland,1968,0.89999998
Switzerland,1969,1
Switzerland,1970,1
Switzerland,1971,1.1
Switzerland,1972,1.2
Switzerland,1973,1.3
Switzerland,1974,1.3
Switzerland,1975,1.4
Switzerland,1976,1.5
Switzerland,1977,1.7
Switzerland,1978,1.7
Switzerland,1979,1.7
Switzerland,1980,1.7
Switzerland,1981,1.8
Switzerland,1982,1.8
Switzerland,1983,1.8
Switzerland,1984,1.7
Switzerland,1985,1.8
Switzerland,1986,1.8
Switzerland,1987,1.8
Switzerland,1988,1.9
Switzerland,1989,1.9
Switzerland,1990,2
Switzerland,1991,2
Switzerland,1992,2.0999999
Switzerland,1993,2.2
Switzerland,1994,2.2
Switzerland,1995,2.2
Switzerland,1996,2.3
Switzerland,1997,2.4000001
Switzerland,1998,2.5
Switzerland,1999,2.9000001
Switzerland,2000,1.5
Switzerland,2001,2.2
Switzerland,2002,2.2
Switzerland,2003,2.3
Switzerland,2004,2.4000001
Switzerland,2005,2.9000001
Switzerland,2006,2.8
Switzerland,2007,2.5999999
Switzerland,2008,2.5999999
Switzerland,2009,2.5
Switzerland,2010,2.8
Switzerland,2011,2.2
Switzerland,2012,2.2
Switzerland,2013,2.0999999
Switzerland,2014,2
Switzerland,2015,2.0999999
Switzerland,2016,2
Switzerland,2017,1.9
Syria,1970,0.60000002
Syria,1985,0.60000002
Syria,1996,0.80000001
Syria,2005,0.89999998
Syria,2006,1
Tajikistan,1970,1.1
Tajikistan,1985,1.5
Tajikistan,1994,0.80000001
Tajikistan,2005,0.40000001
Tajikistan,2006,0.40000001
Thailand,1978,0.5
Thailand,1985,0.60000002
Thailand,1995,0.89999998
Thailand,2004,1.4
Thailand,2005,1.4
Tonga,1970,0.40000001
Tonga,1985,0.69999999
Tonga,1995,0.60000002
Tonga,2002,1.1
Tonga,2003,1
Trinidad and Tobago,1970,0.40000001
Trinidad and Tobago,1985,0.89999998
Trinidad and Tobago,1995,0.89999998
Trinidad and Tobago,2004,1.4
Trinidad and Tobago,2005,2.2
Tunisia,1970,0.80000001
Tunisia,1985,0.80000001
Tunisia,1995,0.89999998
Tunisia,1999,0.89999998
Turkey,1970,0.30000001
Turkey,1985,0.40000001
Turkey,1995,0.5
Turkey,2003,0.80000001
Turkey,2004,1.3
Turkey,2005,1.4
Turkey,2006,1.3
Turkey,2007,1.3
Turkey,2008,1.4
Turkey,2009,1.6
Turkey,2010,1.6
Turkey,2011,1.6
Turkey,2012,1.6
Turkey,2013,1.6
Turkey,2014,1.7
Turkey,2015,1.7
Turkey,2016,1.6
Turkey,2017,1.6
Turkmenistan,1970,1.2
Turkmenistan,1979,1.6
Turkmenistan,1985,1.5
Turkmenistan,1998,1.1
Turks and Caicos Islands,1976,0.60000002
Turks and Caicos Islands,1983,0.5
Turks and Caicos Islands,1995,0.1
Turks and Caicos Islands,2005,1
Turks and Caicos Islands,2006,0.89999998
Ukraine,1970,2.9000001
Ukraine,1985,3.5999999
Ukraine,1995,3.9000001
Ukraine,2004,3.7
Ukraine,2005,3.9000001
Ukraine,2006,3.8
Ukraine,2007,3.8
Ukraine,2008,5.3000002
Ukraine,2009,3.2
Ukraine,2010,2.8
Ukraine,2011,1.4
Ukraine,2012,1.1
Ukraine,2015,3
Ukraine,2016,3.0999999
Ukraine,2017,3
United Arab Emirates,1992,1
United Arab Emirates,1995,0.89999998
United Arab Emirates,2003,0.89999998
United Arab Emirates,2004,0.89999998
United Kingdom,1965,0.69999999
United Kingdom,1966,0.69999999
United Kingdom,1967,0.80000001
United Kingdom,1968,0.80000001
United Kingdom,1969,0.89999998
United Kingdom,1970,1
United Kingdom,1971,1.3
United Kingdom,1972,2.0999999
United Kingdom,1973,1.9
United Kingdom,1974,2
United Kingdom,1975,2.0999999
United Kingdom,1976,2.3
United Kingdom,1977,2.3
United Kingdom,1978,2.5999999
United Kingdom,1979,2.5
United Kingdom,1980,2.5999999
United Kingdom,1981,2.5999999
United Kingdom,1982,2.5999999
United Kingdom,1983,2.5999999
United Kingdom,1984,2.5999999
United Kingdom,1985,2.8
United Kingdom,1986,2.7
United Kingdom,1987,2.7
United Kingdom,1988,2.7
United Kingdom,1989,2.5999999
United Kingdom,1990,2.7
United Kingdom,1991,2.8
United Kingdom,1992,2.8
United Kingdom,1993,2.9000001
United Kingdom,1994,2.7
United Kingdom,1995,2.9000001
United Kingdom,1996,3
United Kingdom,1997,2.8
United Kingdom,1998,2.7
United Kingdom,1999,2.7
United Kingdom,2000,2.5999999
United Kingdom,2001,2.7
United Kingdom,2002,2.7
United Kingdom,2003,2.8
United Kingdom,2004,2.8
United Kingdom,2005,2.5999999
United Kingdom,2006,2.4000001
United Kingdom,2007,2.3
United Kingdom,2008,2.2
United Kingdom,2009,2
United Kingdom,2010,2.0999999
United Kingdom,2011,2.0999999
United Kingdom,2012,2
United Kingdom,2013,2
United Kingdom,2014,1.9
United Kingdom,2015,1.7
United Kingdom,2016,1.8
United States,1920,1.6
United States,1921,1.5
United States,1922,1.4
United States,1923,1.5
United States,1924,1.5
United States,1925,1.5
United States,1926,1.6
United States,1927,1.6
United States,1928,1.7
United States,1929,1.7
United States,1930,1.6
United States,1931,1.5
United States,1932,1.3
United States,1933,1.3
United States,1934,1.6
United States,1935,1.7
United States,1936,1.8
United States,1937,1.9
United States,1938,1.9
United States,1939,1.9
United States,1940,2
United States,1941,2.2
United States,1942,2.4000001
United States,1943,2.5999999
United States,1944,2.9000001
United States,1945,3.5
United States,1946,4.3000002
United States,1947,3.4000001
United States,1948,2.8
United States,1949,2.7
United States,1950,2.5999999
United States,1951,2.5
United States,1952,2.5
United States,1953,2.5
United States,1954,2.4000001
United States,1955,2.3
United States,1956,2.3
United States,1957,2.2
United States,1958,2.0999999
United States,1959,2.2
United States,1960,2.2
United States,1961,2.3
United States,1962,2.2
United States,1963,2.3
United States,1964,2.4000001
United States,1965,2.5
United States,1966,2.5
United States,1967,2.5999999
United States,1968,2.9000001
United States,1969,3.2
United States,1970,3.5
United States,1971,3.7
United States,1972,4
United States,1973,4.3000002
United States,1974,4.5999999
United States,1975,4.8000002
United States,1976,5
United States,1977,5
United States,1978,5.0999999
United States,1979,5.3000002
United States,1980,5.1999998
United States,1981,5.3000002
United States,1982,5
United States,1983,4.9000001
United States,1984,5
United States,1985,5
United States,1986,4.9000001
United States,1987,4.8000002
United States,1988,4.8000002
United States,1989,4.6999998
United States,1990,4.6999998
United States,1991,4.6999998
United States,1992,4.8000002
United States,1993,4.5999999
United States,1994,4.5999999
United States,1995,4.4000001
United States,1996,4.3000002
United States,1997,4.3000002
United States,1998,4.1999998
United States,1999,4.0999999
United States,2000,4.0999999
United States,2001,4
United States,2002,3.9000001
United States,2003,3.8
United States,2004,3.7
United States,2005,3.5999999
United States,2006,3.7
United States,2007,3.5999999
United States,2008,3.5
United States,2009,3.5
United States,2010,3.5999999
United States,2011,3.5999999
United States,2012,3.4000001
United States,2013,3.3
United States,2014,3.2
United States,2015,3.0999999
United States,2016,3
United States,2017,2.9000001
United States,2018,2.9000001
United States Virgin Islands,1970,4.3000002
United States Virgin Islands,1985,3.3
United States Virgin Islands,1993,4.4000001
Uruguay,1970,1
Uruguay,1985,1.4
Uruguay,1995,1.8
Uruguay,2003,4.1999998
Uruguay,2004,4.4000001
Uzbekistan,1970,1.1
Uzbekistan,1985,1.4
Uzbekistan,1995,0.89999998
Uzbekistan,2000,0.80000001
Uzbekistan,2001,0.60000002
Venezuela,1970,0.2
Venezuela,1985,1.2
Venezuela,1995,0.69999999
Venezuela,2005,0.80000001
Venezuela,2006,0.89999998
Vietnam,2002,0.5
Western Sahara,1970,2.0999999
Yemen,2001,0
Yemen,2003,0
