location,year,ageAtMarriageWomen
Mali,2001,18.5
Mali,2006,17.799999
Mali,2009,19.200001
Mali,2012,18.5
Mali,2015,19.299999
Malta,1990,24.6
Malta,1991,24.9
Malta,1992,25.1
Malta,1993,25
Malta,1994,25.299999
Malta,1995,25.6
Malta,1996,25.6
Malta,2003,26.799999
Malta,2004,27.299999
Malta,2006,27.799999
Malta,2007,28.1
Malta,2008,28.5
Malta,2009,28.700001
Malta,2010,28.6
Malta,2011,29.200001
Marshall Islands,1988,21
Marshall Islands,2011,24.200001
Martinique,1982,28.799999
Martinique,1999,33.299999
Mauritania,1990,23
Mauritania,2000,21.799999
Mauritania,2003,22
Mauritania,2007,21.6
Mauritania,2011,21.6
Mauritania,2015,21.799999
Mauritius,1990,23.799999
Mauritius,2000,22.6
Mauritius,2011,23.9
Mayotte,2002,21.200001
Mayotte,2012,26.1
Mexico,1995,20
Mexico,2009,25.799999
Mexico,2010,26.200001
Mexico,2011,26.299999
Mexico,2012,26.6
Mexico,2013,26.9
Mexico,2014,27.5
Micronesia (country),1985,22.6
Micronesia (country),1986,24.200001
Micronesia (country),2010,25.299999
Moldova,1997,20.799999
Moldova,2000,21.9
Moldova,2005,21.9
Moldova,2012,21.9
Monaco,1975,24.799999
Monaco,1982,26.200001
Monaco,2000,29.200001
Monaco,2008,30.4
Mongolia,1994,23.299999
Mongolia,1996,23.6
Mongolia,1998,22.5
Mongolia,2000,21.9
Mongolia,2003,22.299999
Mongolia,2005,23
Mongolia,2008,22.5
Mongolia,2010,23.4
Mongolia,2013,23
Montenegro,2003,26.200001
Montenegro,2011,27.1
Montserrat,1970,27.5
Montserrat,1980,28.5
Montserrat,2011,31.9
Morocco,1987,24
Morocco,1992,25
Morocco,1995,26.299999
Morocco,1997,28.1
Morocco,2003,26.4
Morocco,2010,26.299999
Mozambique,1997,18.1
Mozambique,2003,18.700001
Mozambique,2008,18.799999
Mozambique,2009,18.299999
Mozambique,2011,18.9
Mozambique,2015,18.9
Myanmar,1991,24.5
Myanmar,1997,26
Myanmar,2000,24.799999
Myanmar,2001,25.799999
Myanmar,2007,26.1
Myanmar,2015,22.9
Namibia,1989,19.4
Namibia,1992,26.4
Namibia,2000,27.5
Namibia,2006,28.299999
Namibia,2013,27.9
Namibia,2016,30.299999
Nauru,2007,20.200001
Nepal,1976,17.1
Nepal,1996,18.6
Nepal,2001,18.9
Nepal,2006,19.4
Nepal,2011,20
Nepal,2014,20.700001
Nepal,2016,20.1
Netherlands,1990,26.1
Netherlands,1991,26.5
Netherlands,1992,26.700001
Netherlands,1993,26.9
Netherlands,1994,27.200001
Netherlands,1995,27.299999
Netherlands,1996,27.4
Netherlands,1997,27.6
Netherlands,1998,27.799999
Netherlands,1999,27.9
Netherlands,2000,28
Netherlands,2001,28.1
Netherlands,2002,28.5
Netherlands,2004,29
Netherlands,2005,29.200001
Netherlands,2006,29.4
Netherlands,2007,29.5
Netherlands,2008,29.799999
Netherlands,2009,29.9
Netherlands,2010,29.799999
Netherlands,2011,30.1
Netherlands,2013,30.299999
Netherlands,2014,30.4
Netherlands,2015,30.799999
Netherlands,2016,31.1
Netherlands,2017,31.4
Netherlands Antilles,1981,26.5
Netherlands Antilles,2001,30.200001
New Caledonia,1976,22.5
New Caledonia,1989,27.799999
New Caledonia,1996,30.4
New Caledonia,2004,31.9
New Caledonia,2014,32.799999
New Zealand,1990,24.5
New Zealand,1991,24.6
New Zealand,1992,24.9
New Zealand,1993,25.200001
New Zealand,1994,25.5
New Zealand,1995,25.799999
New Zealand,1996,26.1
New Zealand,1997,26.5
New Zealand,1998,26.700001
New Zealand,1999,27
New Zealand,2000,27.4
New Zealand,2001,27.5
New Zealand,2002,27.6
New Zealand,2003,27.700001
New Zealand,2004,28.1
New Zealand,2005,28.200001
New Zealand,2006,28.299999
New Zealand,2007,28.200001
New Zealand,2008,28.200001
New Zealand,2009,28.200001
New Zealand,2010,28.200001
New Zealand,2011,28.4
New Zealand,2012,28.5
New Zealand,2013,28.6
New Zealand,2014,28.700001
New Zealand,2015,28.799999
New Zealand,2016,29
New Zealand,2017,29
Nicaragua,1992,19.799999
Nicaragua,1997,20
Nicaragua,1998,20
Nicaragua,2001,20.4
Nicaragua,2006,20.9
Nicaragua,2011,21.1
Niger,1992,17.5
Niger,1998,17.6
Niger,2000,17.700001
Niger,2006,17.700001
Niger,2012,17.200001
Niger,2015,17.200001
Nigeria,1990,19.6
Nigeria,2003,20.9
Nigeria,2007,21.5
Nigeria,2008,21.5
Nigeria,2011,21.700001
Nigeria,2013,21.200001
Niue,1971,25
Niue,1976,25
Niue,1986,23.6
Niue,2006,26.1
Niue,2011,24.6
North Korea,2008,25.5
North Macedonia,1994,22.9
North Macedonia,2011,25.5
Northern Mariana Islands,1990,28.5
Northern Mariana Islands,2010,28.1
Norway,1990,26.4
Norway,1991,26.6
Norway,1992,26.799999
Norway,1993,27
Norway,1994,27.200001
Norway,1995,27.5
Norway,1996,27.9
Norway,1997,28.200001
Norway,1998,28.4
Norway,1999,28.9
Norway,2000,28.4
Norway,2001,28.6
Norway,2002,28.700001
Norway,2006,30.4
Norway,2007,30.6
Norway,2008,31
Norway,2009,30.9
Norway,2010,30.799999
Norway,2011,31.1
Norway,2012,31.4
Norway,2013,31.5
Norway,2014,31.6
Norway,2015,31.9
Norway,2016,31.9
Norway,2017,32.299999
Oman,1993,20.700001
Oman,2003,24.799999
Oman,2010,25.6
Pakistan,1975,19.6
Pakistan,1990,21.4
Pakistan,2000,22.700001
Pakistan,2006,23.1
Pakistan,2012,23.1
Pakistan,2017,23.200001
Palau,2015,28.5
Palestine,1996,21.6
Palestine,2000,21.700001
Palestine,2004,22.4
Palestine,2006,22.9
Palestine,2010,23.200001
Palestine,2014,22.5
Panama,1970,20.4
Panama,1980,21.4
Panama,1990,21.9
Panama,2000,21.9
Panama,2010,21.6
Papua New Guinea,1971,19.4
Papua New Guinea,1980,20.6
Papua New Guinea,1990,20.9
Papua New Guinea,2011,22.6
Paraguay,1972,21.700001
Paraguay,1982,21.799999
Paraguay,1992,21.5
Paraguay,2002,22.700001
Peru,1986,23.1
Peru,1991,23.9
Peru,1996,23.1
Peru,2000,23.6
Peru,2003,24.4
Peru,2007,24.1
Peru,2009,23.200001
Peru,2010,23.1
Peru,2011,23.6
Peru,2012,23.5
Peru,2013,23.4
Peru,2014,23.5
Peru,2015,22.9
Peru,2016,23.299999
Philippines,1978,24.5
Philippines,1993,23.4
Philippines,1998,23.5
Philippines,1999,24.200001
Philippines,2003,23.200001
Philippines,2008,23.299999
Philippines,2013,23.4
Philippines,2017,23.4
Poland,1993,23
Poland,1994,23.200001
Poland,1995,23.299999
Poland,1996,23.4
Poland,1997,23.6
Poland,1998,23.799999
Poland,1999,23.9
Poland,2000,24.1
Poland,2001,24.4
Poland,2002,24.6
Poland,2003,24.9
Poland,2004,25.1
Poland,2005,25.299999
Poland,2006,25.5
Poland,2007,25.6
Poland,2008,25.700001
Poland,2009,25.9
Poland,2010,26.1
Poland,2011,26.200001
Poland,2012,26.299999
Poland,2013,26.6
Poland,2014,26.700001
Poland,2015,26.9
Poland,2016,27.1
Poland,2017,27.299999
Portugal,1991,24
Portugal,1992,24.1
Portugal,1993,24.299999
Portugal,1994,24.4
Portugal,1995,24.5
Portugal,1996,24.700001
Portugal,1997,24.799999
Portugal,1998,24.9
Portugal,1999,25
Portugal,2000,25.200001
Portugal,2001,25.5
Portugal,2002,25.700001
Portugal,2003,25.9
Portugal,2004,26
Portugal,2005,26.299999
Portugal,2006,26.4
Portugal,2007,26.6
Portugal,2008,26.799999
Portugal,2009,27.200001
Portugal,2010,27.700001
Portugal,2011,28
Portugal,2012,28.4
Portugal,2014,29.799999
Portugal,2015,30.200001
Portugal,2016,30.4
Portugal,2017,30.700001
Puerto Rico,1970,22.1
Puerto Rico,1980,22.5
Puerto Rico,1990,23.799999
Puerto Rico,2010,29.200001
Qatar,1986,22.700001
Qatar,1997,25.299999
Qatar,2004,25.799999
Reunion,1974,22.5
Reunion,1982,25.799999
Reunion,1999,30.5
Reunion,2004,31
Romania,1990,22.4
Romania,1991,22.299999
Romania,1992,22.4
Romania,1993,22.5
Romania,1994,22.700001
Romania,1995,23.1
Romania,1996,23.1
Romania,1997,23.200001
Romania,1998,23.4
Romania,1999,23.4
Romania,2000,23.700001
Romania,2001,23.9
Romania,2002,24.1
Romania,2003,24.4
Romania,2004,25
Romania,2005,25.1
Romania,2006,25.200001
Romania,2007,26.200001
Romania,2008,25.6
Romania,2009,25.5
Romania,2010,25.6
Romania,2011,25.799999
Romania,2013,26.299999
Romania,2014,26.700001
Romania,2015,26.799999
Romania,2016,27
Romania,2017,27.5
Russia,1989,21.799999
Russia,2010,24.4
Rwanda,1970,20.1
Rwanda,1981,21.5
Rwanda,1983,21.1
Rwanda,1992,22.700001
Rwanda,1996,23.299999
Rwanda,2000,22.6
Rwanda,2005,23.700001
Rwanda,2007,23.4
Rwanda,2011,24.4
Rwanda,2014,24.299999
Saint Kitts and Nevis,1970,28.9
Saint Kitts and Nevis,1980,31.299999
Saint Lucia,1970,28.700001
Saint Lucia,1980,31.4
Saint Lucia,1991,33.700001
Saint Pierre and Miquelon,1974,21.799999
Saint Pierre and Miquelon,1982,23.9
Saint Pierre and Miquelon,1990,27.4
Saint Pierre and Miquelon,1999,31.1
Saint Vincent and the Grenadines,1970,28.4
Saint Vincent and the Grenadines,1980,28.200001
Saint Vincent and the Grenadines,1991,30.9
Saint Vincent and the Grenadines,2001,21.200001
Saint Vincent and the Grenadines,2012,21.200001
Samoa,1971,22
Samoa,1976,22.1
Samoa,1981,23.200001
Samoa,1986,24.799999
Samoa,1991,24.299999
Samoa,2001,24.299999
Samoa,2006,24.299999
Samoa,2011,23.5
Samoa,2016,23.799999
San Marino,1970,20.6
San Marino,1971,20.700001
San Marino,1972,21.1
San Marino,1973,21.200001
San Marino,1974,21.299999
San Marino,1975,21.4
San Marino,1976,21.700001
San Marino,1977,21.799999
San Marino,1978,22
San Marino,1979,22.4
San Marino,1980,22.799999
San Marino,1981,23.200001
San Marino,1982,23.6
San Marino,1983,23.9
San Marino,1984,24.1
San Marino,1985,24.1
San Marino,1986,24.299999
San Marino,1987,24.6
San Marino,1988,24.9
San Marino,1989,25.1
San Marino,1991,25.700001
San Marino,1992,26
San Marino,1993,26.4
San Marino,1994,26.6
San Marino,1995,26.799999
San Marino,1997,27
San Marino,2003,28.5
San Marino,2005,28.799999
San Marino,2013,30.700001
San Marino,2014,30.700001
San Marino,2017,31.200001
Sao Tome and Principe,2000,19.299999
Sao Tome and Principe,2008,20.4
Sao Tome and Principe,2014,21
Saudi Arabia,1987,21.700001
Saudi Arabia,1996,24
Saudi Arabia,2007,24.9
Saudi Arabia,2016,27.1
Saudi Arabia,2017,26.6
Senegal,1970,18.6
Senegal,1978,17.9
Senegal,1986,19.5
Senegal,1992,20.9
Senegal,1997,21.5
Senegal,1999,21.6
Senegal,2000,21.5
Senegal,2005,21.200001
Senegal,2010,21.6
Senegal,2012,21.799999
Senegal,2014,22
Senegal,2015,22
Senegal,2016,21.799999
Senegal,2017,22.200001
Serbia,2005,25.1
Serbia,2010,26
Serbia,2014,26.6
Seychelles,1971,25.6
Seychelles,1981,22.799999
Seychelles,1987,23.799999
Seychelles,1994,24.799999
Seychelles,2002,25.200001
Sierra Leone,1992,19.799999
Sierra Leone,2000,18.6
Sierra Leone,2005,19.5
Sierra Leone,2008,20.5
Sierra Leone,2010,21
Sierra Leone,2013,21.799999
Sierra Leone,2017,23.1
Singapore,1970,24.200001
Singapore,1980,26.200001
Singapore,1990,27
Singapore,2000,26.5
Singapore,2010,27.9
Sint Maarten (Dutch part),2011,28
Slovakia,1999,23.299999
Slovakia,2000,24.1
Slovakia,2001,24.299999
Slovakia,2002,24.700001
Slovakia,2003,25.1
Slovakia,2004,25.4
Slovakia,2006,26.299999
Slovakia,2007,26.5
Slovakia,2008,26.700001
Slovakia,2009,26.9
Slovakia,2010,27.200001
Slovakia,2012,27.6
Slovakia,2013,27.799999
Slovakia,2014,28.1
Slovakia,2015,28.200001
Slovakia,2016,28.299999
Slovakia,2017,28.6
Slovenia,1990,23.9
Slovenia,1991,24.1
Slovenia,1992,24.4
Slovenia,1993,24.799999
Slovenia,1994,25.1
Slovenia,1995,25.299999
Slovenia,1996,25.6
Slovenia,1997,25.9
Slovenia,1998,26.200001
Slovenia,1999,26.5
Slovenia,2000,27
Slovenia,2001,27.299999
Slovenia,2002,27.700001
Slovenia,2003,27.799999
Slovenia,2004,28.1
Slovenia,2005,28.700001
Slovenia,2006,28.4
Slovenia,2007,28.6
Slovenia,2008,28.6
Slovenia,2009,28.5
Slovenia,2010,29
Slovenia,2011,29.4
Slovenia,2012,29.4
Slovenia,2013,29.6
Slovenia,2014,29.700001
Slovenia,2015,30
Slovenia,2016,30.299999
Slovenia,2017,30.4
Solomon Islands,1970,22.299999
Solomon Islands,1976,21.1
Solomon Islands,1986,21.200001
Solomon Islands,1999,22.6
Solomon Islands,2009,23.299999
Somalia,1980,20.1
Somalia,1982,20.6
Somalia,2006,20.4
South Africa,1980,25.700001
South Africa,1985,26.1
South Africa,1991,26.799999
South Africa,1996,27.9
South Africa,2011,28
South Sudan,1973,18.700001
South Sudan,1983,20.700001
South Sudan,1993,20.5
South Sudan,2008,20.700001
Spain,1990,25.6
Spain,1991,25.9
Spain,1992,26.200001
Spain,1993,26.6
Spain,1994,26.9
Spain,1995,27.1
Spain,1996,27.4
Spain,1997,27.6
Spain,1998,27.799999
Spain,1999,28
Spain,2000,28.1
Spain,2002,28.6
Spain,2003,28.9
Spain,2004,29.200001
Spain,2005,29.4
Spain,2006,29.6
Spain,2007,29.799999
Spain,2008,30.1
Spain,2009,30.5
Spain,2010,30.9
Spain,2011,31.299999
Spain,2012,31.6
Spain,2013,32.200001
Spain,2014,32.299999
Spain,2015,32.700001
Spain,2016,33
Spain,2017,33.200001
Sri Lanka,1971,23.5
Sri Lanka,1981,24.4
Sri Lanka,2001,23.799999
Sri Lanka,2012,23.4
Sudan,1978,21.4
Sudan,1989,24.1
Sudan,2000,15
Sudan,2010,22
Sudan,2014,21.9
Suriname,1999,20.799999
Suriname,2006,22.700001
Suriname,2010,22.799999
Sweden,1990,27.700001
Sweden,1991,27.9
Sweden,1992,28.200001
Sweden,1993,28.299999
Sweden,1994,28.700001
Sweden,1996,29.200001
Sweden,1997,29.5
Sweden,1998,29.700001
Sweden,1999,30.200001
Sweden,2000,30.4
Sweden,2001,30.299999
Sweden,2002,30.6
Sweden,2003,31
Sweden,2004,31.299999
Sweden,2005,31.700001
Sweden,2006,31.5
Sweden,2008,32.299999
Sweden,2009,32.299999
Sweden,2010,32.700001
Sweden,2011,33
Sweden,2012,33.299999
Sweden,2013,33
Sweden,2014,33.299999
Sweden,2015,33.599998
Sweden,2016,33.799999
Sweden,2017,33.799999
Switzerland,1990,27
Switzerland,1991,27.1
Switzerland,1992,27.1
Switzerland,1993,27.200001
Switzerland,1994,27.4
Switzerland,1995,27.5
Switzerland,1997,27.799999
Switzerland,1998,27.9
Switzerland,1999,28
Switzerland,2000,28.200001
Switzerland,2001,28.4
Switzerland,2003,28.700001
Switzerland,2004,29
Switzerland,2005,29.1
Switzerland,2006,29.1
Switzerland,2007,29.299999
Switzerland,2008,29.6
Switzerland,2009,29.6
Switzerland,2010,29.799999
Switzerland,2011,29.9
Switzerland,2012,29.9
Switzerland,2013,30.1
Switzerland,2014,30.1
Switzerland,2015,30.200001
Switzerland,2016,30.4
Switzerland,2017,30.4
Syria,1978,22.200001
Syria,2001,25.4
Syria,2006,25.4
Taiwan,1980,23.799999
Taiwan,1990,25.9
Taiwan,2000,27.6
Tajikistan,2000,21.4
Tajikistan,2005,22.9
Tajikistan,2012,21.9
Tajikistan,2017,20.700001
Tanzania,1973,18.5
Tanzania,1991,20.5
Tanzania,1994,20.5
Tanzania,1996,20.5
Tanzania,1999,20.4
Tanzania,2003,20.700001
Tanzania,2004,20
Tanzania,2007,20.299999
Tanzania,2009,21
Tanzania,2011,20.9
Tanzania,2015,21
Thailand,1970,22
Thailand,1980,22.799999
Thailand,1990,23.5
Thailand,2000,24.1
Thailand,2010,24.9
Timor,2003,21.799999
Timor,2009,23.1
Timor,2016,23
Togo,1988,20.299999
Togo,1998,21.4
Togo,2000,21.1
Togo,2010,22.4
Togo,2013,22.299999
Togo,2017,21.299999
Tokelau,1972,23.6
Tokelau,1976,25.299999
Tokelau,1986,26
Tokelau,1991,25.6
Tokelau,2011,27.9
Tonga,1976,24.299999
Tonga,1986,24.799999
Tonga,1996,25.5
Tonga,2006,25.6
Tonga,2011,24.700001
Tonga,2016,25.299999
Trinidad and Tobago,1970,24
Trinidad and Tobago,1980,25.299999
Trinidad and Tobago,1990,26.799999
Trinidad and Tobago,2000,28.1
Trinidad and Tobago,2011,29.200001
Tunisia,1975,22.6
Tunisia,1984,24.299999
Tunisia,1994,26.6
Tunisia,2004,28.700001
Tunisia,2014,28.200001
Turkey,2003,24.1
Turkey,2006,23.5
Turkey,2007,23.5
Turkey,2008,23.6
Turkey,2009,23.700001
Turkey,2010,23.799999
Turkey,2011,23.9
Turkey,2013,24.200001
Turkey,2014,24.299999
Turkey,2015,24.5
Turkey,2016,24.700001
Turkey,2017,24.799999
Turkmenistan,2000,23.4
Turkmenistan,2006,24.799999
Turkmenistan,2015,23.5
Turks and Caicos Islands,1970,23.4
Turks and Caicos Islands,1980,22.5
Turks and Caicos Islands,2001,25.200001
Tuvalu,1979,25.4
Tuvalu,1991,21.4
Tuvalu,2002,20.700001
Uganda,1988,19
Uganda,1995,18.200001
Uganda,2000,19.6
Uganda,2004,20
Uganda,2006,20.4
Uganda,2011,20
Uganda,2016,20.700001
Ukraine,1999,21.5
Ukraine,2005,23.9
Ukraine,2007,23.1
Ukraine,2012,23
United Arab Emirates,1975,18
United Arab Emirates,2005,25.299999
United Kingdom,1990,25.200001
United Kingdom,1991,25.5
United Kingdom,1992,25.9
United Kingdom,1993,26.200001
United Kingdom,1994,26.5
United Kingdom,1995,26.799999
United Kingdom,1996,27.200001
United Kingdom,1997,27.5
United Kingdom,1998,27.700001
United Kingdom,1999,28
United Kingdom,2000,28.200001
United Kingdom,2001,28.4
United Kingdom,2002,28.700001
United Kingdom,2003,28.9
United Kingdom,2004,29.1
United Kingdom,2005,29.5
United Kingdom,2006,29.700001
United Kingdom,2007,29.799999
United Kingdom,2008,29.9
United Kingdom,2009,29.9
United Kingdom,2010,30
United Kingdom,2011,30.200001
United Kingdom,2012,30.299999
United Kingdom,2013,30.6
United Kingdom,2014,30.799999
United Kingdom,2015,31.200001
United States,1990,23.9
United States,1991,24.1
United States,1992,24.4
United States,1993,24.5
United States,1994,24.5
United States,1995,24.5
United States,1996,24.799999
United States,1997,25
United States,1998,25
United States,1999,25.1
United States,2000,25.1
United States,2001,25.1
United States,2002,25.299999
United States,2003,25.299999
United States,2004,25.299999
United States,2005,25.299999
United States,2006,25.5
United States,2007,25.6
United States,2008,25.9
United States,2009,25.9
United States,2010,26.1
United States,2011,26.4
United States,2012,26.6
United States,2013,26.6
United States,2014,27
United States,2015,27.1
United States,2016,27.4
United States,2017,27.4
United States Virgin Islands,1990,27.5
United States Virgin Islands,2010,30.9
Uruguay,1975,22.5
Uruguay,1985,22.9
Uruguay,1996,23.299999
Uruguay,2011,24
Uzbekistan,1996,20.6
Uzbekistan,2000,21.6
Uzbekistan,2002,21.5
Uzbekistan,2006,22.5
Vanuatu,1979,22
Vanuatu,1989,22.6
Vanuatu,1999,23
Vanuatu,2009,22.5
Venezuela,1971,20.1
Venezuela,1981,21.299999
Venezuela,1990,22.1
Venezuela,2001,22.700001
Venezuela,2011,22.9
Vietnam,1988,23.6
Vietnam,1997,22.200001
Vietnam,2000,22.9
Vietnam,2002,23.200001
Vietnam,2005,23.200001
Vietnam,2006,22.799999
Vietnam,2007,23.299999
Vietnam,2010,22.299999
Vietnam,2011,22.799999
Vietnam,2013,22.4
Vietnam,2015,22.799999
Wallis and Futuna,1976,25.1
Wallis and Futuna,1983,22.9
Wallis and Futuna,1990,23.4
Wallis and Futuna,1996,24.299999
Wallis and Futuna,2003,26.200001
Wallis and Futuna,2013,27.799999
Western Sahara,1970,18
Yemen,1991,20.799999
Yemen,1997,20.700001
Yemen,2003,22.200001
Yemen,2006,22.6
Yemen,2013,22.799999
Zambia,1992,20
Zambia,1996,20.299999
Zambia,1999,22
Zambia,2001,20.5
Zambia,2007,21.1
Zambia,2013,21.799999
Zimbabwe,1987,21.5
Zimbabwe,1988,20.700001
Zimbabwe,1994,21
Zimbabwe,1997,21.5
Zimbabwe,1999,21
Zimbabwe,2005,20.799999
Zimbabwe,2009,20.9
Zimbabwe,2010,20.6
Zimbabwe,2014,20.299999
Zimbabwe,2015,20.200001
Zimbabwe,2017,21.1
